07d1d40c-97da-45b9-8e29-b991e7c73b69,unsorted,Max Value - v1,100,0.0000236034,992.0000000000,100,989
164b42e1-24b1-4913-b502-4f59099d68e7,unsorted,Max Value - v1,100,0.0000228882,112.0000000000,100,989
30b586a0-3e45-4b28-a406-1622f56451db,unsorted,Max Value - v1,100,0.0000085831,112.0000000000,100,989
2ea071d1-587f-460b-b79f-e2dd492c1b66,unsorted,Max Value - v1,100,0.0000081062,112.0000000000,100,989
9d2b4dab-7641-4c9a-9ead-6373ad70d6fe,unsorted,Max Value - v1,100,0.0000076294,112.0000000000,100,989
f5a7ff09-52df-494b-8d84-508f183d9506,unsorted,Max Value - v1,100,0.0000076294,112.0000000000,100,989
9d564e1c-c6a5-41f4-b260-f1af8df73981,unsorted,Max Value - v1,100,0.0000078678,112.0000000000,100,989
af0e367f-cf99-4657-b78f-b12a6a411d97,unsorted,Max Value - v1,100,0.0000076294,112.0000000000,100,989
04758999-700e-4f43-a648-576a6acb0594,unsorted,Max Value - v1,100,0.0000071526,112.0000000000,100,989
363e03ce-c319-4922-b4b4-f513712c7050,unsorted,Max Value - v1,100,0.0000073910,112.0000000000,100,989
9208384a-7079-43d8-9232-c6806cc2e4b9,unsorted,Max Value - v1,100,0.0000071526,112.0000000000,100,989
83ddbe48-c1e9-4516-af66-a24ee1ec4c8f,unsorted,Max Value - v1,100,0.0000073910,112.0000000000,100,989
b429d27e-89c3-49ab-8475-3431f2c6fff0,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
98908fed-e8a5-460c-aee4-084634650f6c,unsorted,Max Value - v1,100,0.0000071526,112.0000000000,100,989
4a39e839-2a2c-4529-a454-dab01db00d0e,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
26eec08f-9f9b-4f38-9d75-c92e136d4bb5,unsorted,Max Value - v1,100,0.0000071526,112.0000000000,100,989
c6207a17-0a47-4dd5-b773-485420130302,unsorted,Max Value - v1,100,0.0000071526,112.0000000000,100,989
087588cb-1caf-41f5-87df-9ea53b61c8dd,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
7a5e0022-05f2-4f37-a569-abc553f42655,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
f80a9207-7cfb-4b65-9b27-030a4796315e,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
cbc08407-d131-4c5b-acbd-ef2b33dbb825,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
be31af85-afd5-4716-9a08-874289f818b0,unsorted,Max Value - v1,100,0.0000076294,112.0000000000,100,989
5d1210f3-e60b-4bfe-98a9-58d5e0f65762,unsorted,Max Value - v1,100,0.0000073910,112.0000000000,100,989
477facb6-0678-484b-88a1-38fdf0a93fc9,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
172145d3-6a62-4c6b-9f70-f66114d218a8,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
a815f2e9-f7dc-4038-b741-9b8e76ee1d18,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
7bd44e44-eeb7-4a2c-84fc-a02af50fb016,unsorted,Max Value - v1,100,0.0000071526,112.0000000000,100,989
35f36f8b-4b89-41d8-aa4b-15aea2e84adb,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
00603335-d221-4c0b-9dc5-80fa95d2868c,unsorted,Max Value - v1,100,0.0000066757,112.0000000000,100,989
1d0fc632-fa17-42d6-a347-d235fa8b45e7,unsorted,Max Value - v1,100,0.0000064373,112.0000000000,100,989
ada5e1b8-01c0-4589-a787-892ebc50031d,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
e5625c60-9e2f-4105-9d7d-2fd1b7acdead,unsorted,Max Value - v1,100,0.0000066757,112.0000000000,100,989
1f711d31-4da3-41d0-a774-5985954ed96e,unsorted,Max Value - v1,100,0.0000069141,112.0000000000,100,989
ea051e5a-c42e-4d73-a18e-7fbdda932eea,unsorted,Max Value - v1,100,0.0000066757,112.0000000000,100,989
